seed	V	E	states	duration
3ad004ec72a7317c	7	20	466927	4387
37f321ab1682f91d	8	17	43309	1822
c4cfa49d254546bf	8	8	11892	863
48f10c23eee53fd2	8	15	1239	295
6c39b89652261642	7	16	7621	110
6b36d0018a4a9b26	7	16	4717	214
7a6b4137c5624800	6	13	5299	29
339454374ff976bf	6	5	1332	20
b5d27da4452646be	7	16	12829	168
3cd6351133140d42	6	8	412	15
77ab1a4ba5ec40f6	7	8	5918	161
37795a65a2570faf	7	20	466927	1995
b2848d4beea18045	6	13	14161	40
93bfb45b4eb7580b	6	11	5053	20
222fbc454f24614e	6	6	1334	23
af7048d52bbccdb6	6	14	22689	95
0e18e865d21faf98	7	13	6687	77
33e87ec0fa121f54	7	8	2328	107
7576b9433520d8be	7	19	68109	606
d1b5d1cd28edf3da	6	9	2204	21
08e60d8acb6e144f	8	9	7447	1375
40d9e998c187d8b2	6	12	5369	21
97c5866f72e651f3	7	6	10367	254
1e495e06cc5323bd	6	6	1334	24
a10b59bfdc37a23b	8	14	4645	1247
17266ab0d9b3c38f	6	8	1115	14
1615f7361fda6fe9	6	8	2142	18
42123e926f4c1691	7	18	35993	436
4586ee19a4d92dc8	8	23	26226	1017
c908c24417f4525a	6	7	1417	19
d86894d41266efbf	6	10	1822	37
fc575288a07dcb93	6	9	1557	19
be12b0e701f027ed	7	6	2993	163
fd6fc163f247e900	7	10	2630	89
e839f0ec470c288e	6	14	22689	35
589b783e2b7a1f0d	7	6	2993	176
b776aeaa43b28629	8	25	919841	30432
2c48415e4656afe3	7	12	11969	254
742a2972a76751fe	7	10	2329	130
6254351b8386198d	8	19	45680	886
b7dc58a36710138b	8	22	79343	4583
4c038643c6baae93	8	17	4060	1384
2e70c1e31fcfe78c	8	13	2216	607
5e535daeed0b08ef	7	12	1560	66
a37107c815aa4ca6	7	11	5166	145
9118514ee2a54e35	6	6	3309	34
98930be7d99b911b	6	8	1778	20
5475b443a546033d	8	20	10223	324
b7a356ebaab4adc6	6	9	1275	14
275e1be28979a2a6	7	11	16175	232
557096f6cfcd66a2	8	25	919841	20866
9646a9399907bcce	6	9	871	22
40c177db3842ff52	7	15	3325	130
b6bac7c8663c2214	7	13	2728	117
c12b58f1050e5f4b	8	22	29055	1262
dc6791bf3588926c	6	6	1001	17
691c0ddbbd350801	8	23	46529	1581
45a6778651496cc5	6	11	6961	22
c41e681ec0150df8	8	10	67381	2701
992a16a44fc321b3	7	6	3021	153
3c90ed602b5dc0d1	8	7	23926	1492
1137426dc0f7d11b	7	14	3903	142
d1712eb1759fbb21	8	23	12853	1494
de62289083251fdd	7	7	1465	95
09f380607b14c940	8	22	29135	2711
7a4ac1ed1ada5cd6	8	24	109375	3029
2ab042d809288985	8	18	11795	879
33924960c3d6913c	7	14	7682	109
65795f6170e62703	8	16	1992	1224
9306d161fd200eae	6	7	1147	15
21e81ead94cc4cba	8	18	22453	941
5faa6d63dd3f33a1	6	11	2199	21
643d2a4c4654cd07	6	8	1230	18
c8bb86effc452fc3	6	6	1072	20
108a42ae0816a2e9	8	14	7218	1015
e216fa269ca9bcac	6	7	2554	27
c7608428058a088f	6	8	2617	28
af02aa6973fbffb3	8	11	33297	2581
9227c2c5982bbf0c	6	6	1072	21
9ec57d4a7435c56f	6	11	1265	19
9560f962cda82462	7	9	12556	186
b3baf54e9f94d9bc	6	12	3333	24
1be3d1fb244ec375	7	8	4784	265
b4e3a2b2c611677a	8	19	53639	3662
f64fa2d1f35a557d	7	20	466927	1111
2e52380d7673cf36	7	20	466927	2061
a1edb4bf7236af7e	6	11	1265	17
9c41dafa5e19e7bb	8	10	10312	740
a2da74895cca7ed5	6	13	5299	26
b600499a41c21e09	7	20	466927	1240
f313081c00aa778f	8	12	8056	838
0064199ad609b835	7	16	6275	133
bcb54a4e517074f2	7	6	10367	254
3484d2d1a646de39	7	14	17101	384
fe6cfe8151c1ad0b	8	11	17190	1143
b8af7b3caecca143	6	13	14161	86
a1634b8f7660b710	6	14	22689	35
c890e5291f299711	7	14	5561	263
2e11241e9670bedd	8	9	8404	811
86195c46bd8f14f8	8	14	4036	979
d375528b292a6691	6	8	1472	23
7dd1530bfc02eec4	6	13	14161	53
c97a1d79ba6510c5	6	13	14161	36
c5a608fb189a64c7	6	12	1386	16
f10c8bad191db065	6	9	674	21
07d254be642a443d	6	5	652	18
4c1d58bc04e52f03	6	11	1822	16
3e4209faca3316b6	7	14	15717	369
4d1379cd3ef671e9	8	25	582135	3395
94aadb1f6786d9a4	6	8	3274	34
2e50cfbb3da96fdb	7	7	6715	211
d531cd239c61e1ee	7	17	51349	419
d547e5bef15c9178	7	14	15717	421
afe6d2def6a3d314	6	13	14161	21
1b214ed9e2fab67e	8	14	22117	1730
468ef7fc0e3af1d0	8	7	19116	1389
1d15dc9d1836bd83	6	9	871	16
a78be37c03daeee4	7	14	9154	157
f96d6b9697b2eefc	8	18	22590	322
ef3c2bd771d7ba52	8	15	2869	540
58ab2489352c4dcb	8	19	3720	883
d9f9235d7f208199	6	8	842	21
eccae62a4671cb29	8	9	77158	3177
34d41c0e4fac412d	7	11	1114	96
4ce20834638a9222	8	12	4706	1078
140b9249b7347d9a	7	10	11085	300
c863fa3115f0c333	8	14	3042	1201
61ba9be6bdb9b09d	8	26	5898985	18037
1d04a214c247f87c	8	14	7923	3265
3a99a94c120d935f	8	25	5462079	172114
550368de51a7899d	7	20	466927	4260
3df7126657d687fc	6	5	2792	31
7a72283dcf9921c3	8	21	40517	2929
34ab355a55cb74fb	7	9	5271	171
be3c5bc06068d777	8	10	6852	811
283685df8644bda6	7	15	7993	136
4e8a49b177b078f7	8	26	5898985	21338
301c3656d7f6eecb	7	18	35993	424
f9a62d4d333b931d	7	19	68109	191
0ead98c113593b7e	7	7	10666	195
f7355161be127c09	8	17	1278	1236
3cc82b1fffee98e4	8	15	12811	3183
da2d706951abeb47	8	19	1	517
59d5778533df3fd5	8	21	33735	1430
85a45b4d3c3d1fe1	7	11	897	146
fe58a360613d726c	8	12	4111	1133
a661a5018fac2ec9	7	18	11601	191
6f3ebadd41c2d53b	7	15	36319	257
f37cb2bf31873419	8	21	5370	289
b472910cc95a5b0a	6	9	2279	27
d0f408f74724a4dd	6	6	584	15
c8005d75fff1c3bf	7	9	1493	128
8e1b45fb08b408dc	6	7	476	13
637e2ca7d3544d36	8	21	138357	2322
218be0fe4691a920	6	8	842	14
05624c9a5b9d39af	6	14	22689	48
f71e27f8dd2fc897	6	7	5494	44
5145bdce2e4aa181	8	27	13370769	87658
6036b1aaccbb45b7	6	11	1822	138
5e28521b59ad35a0	7	19	68109	270
9f93205f6a1aa954	6	12	5369	22
c8d45b8db83f3de3	7	12	17176	212
e5558bbb113ed26d	8	19	8339	1118
3c3f293cbc5ce3ba	6	10	703	19
fb8537eae0233f0f	7	15	21390	238
23f6446eea34fb9f	7	13	11990	197
d87ac148646766ff	7	8	2328	111
b7af5be0d4b77ba4	7	12	1322	74
2e6ede93a7f2840f	7	13	2127	63
fa929e237551b3eb	8	9	2066	762
3cdbd73396ac92c1	6	8	2142	19
740b99a37afad309	7	17	51349	333
3752ecba6d1c9974	8	14	11019	701
dab34a8376f84554	6	7	1147	15
33f81e95fd6051f6	8	24	231837	3436
5474796903cd3093	8	19	4250	1474
7c6ad37e211ca5ee	7	6	2993	125
cd6ab21c79ff74ee	6	11	2199	22
815e5f78b0249292	7	9	1042	140
4c196325fd146fa3	6	13	14161	34
6dc8584d411aa61b	6	11	5053	40
36923fde1cf5cb71	7	16	16147	497
54aebc62e4ea7b13	7	18	35993	180
79da96a894498b70	7	19	237671	1514
c91483d79f68c189	8	14	3342	670
d237c266cc9c4ee4	6	5	1434	24
f2f734d43b81ce48	7	6	19363	271
9f7c5fba3ef28a8b	8	10	39703	2047
05ef759bc066d92f	6	11	5971	31
899b3f19382c60ea	7	6	46719	623
cab7d8302cc86e4c	6	11	5053	23
bf0f15c2f281e488	7	14	3903	125
bb1b894aad39ddcb	6	8	1115	16
5af180d7debf2a51	8	22	29055	863
93ece3f87b24729b	8	25	582135	8652
d75037d1c9c4060c	7	18	35993	140
ed844b365abe6705	7	11	6951	204
83fca195edb888a3	7	17	34371	509
f668e873694a1ac6	8	19	17105	2444
45e4fd5e61d9a575	6	10	4007	24
b3eacdcd293229fe	6	12	5369	39
7fd367ee214ce1cd	6	6	1843	26
11bfd71ecc895fd1	8	23	23695	2635
faaf11a30ca55563	8	13	1893	760
db554ad68bf6d6f8	6	11	1265	10
30b0ecd49c55e82a	8	23	36271	3166
d7f34a3eeb552135	6	11	3308	13
8db372b3c993a0ec	7	20	466927	1976
7abf4c75df6e4242	8	20	7604	515
fb44c67f5378733a	7	8	3400	123
9c29048c2131a1d6	6	14	22689	95
d1d9b31b8f984030	8	19	3442	579
0a9edb5b5c2b877e	6	5	1332	22
a5bead457bcb5dca	7	10	4213	103
4212b67daccc4325	6	6	1001	17
1d90ec15b4b3e056	6	6	584	14
3a1041b31a52973e	8	25	919841	21439
086b57cedcf65779	6	13	5299	36
d162dbe71d1e2d09	7	16	6275	110
77233ab2f73a5330	8	26	1293343	20321
21120c24cb6ed544	7	8	625	107
cca4e84a8a8ca76f	8	7	12876	1389
d00d64c7fe74dfb5	6	14	22689	35
67f0a80bb19028ae	6	11	5053	33
2a659186bad49329	6	14	22689	95
9221b0447af262bc	6	10	4007	40
35c1a49ba135e1e2	7	17	9851	228
6999b79baf655a02	7	17	19221	154
57d1de02c747168b	7	12	1942	67
2006ebba4ca0f5e9	8	10	13269	1203
d1e17fbb8f8f4678	8	9	6659	1255
4c7f4c5640dd67eb	7	8	1776	173
7dd103a25348fdc5	8	21	69408	5876
975bb5192e30ccab	8	22	63859	1173
1a3a360b5e7bde60	6	13	14161	29
047722b0c1309ebf	6	7	2554	25
ad6e3a9609da7071	6	5	1332	21
19bdc42c0c3d94c5	8	25	582135	9529
e5d4bdd64ca71fbd	6	7	483	17
69361bc199d9be98	7	18	242713	3466
33e4d1d41784dbce	6	12	5369	47
c59c889b392a28fd	8	7	23926	1462
4447f2098da81fe1	6	12	5369	14
e12360552e8910a3	8	7	6134	1495
911c5cf175c4d2b2	6	8	412	14
a30ec5ad316f5f73	7	9	2849	175
8e9219507931e08d	6	7	1687	21
cb54e66a387639b1	6	6	1334	20
356971ca65b63e1e	6	8	1014	16
b24c8536b24c2954	6	12	5369	43
a748e0e12626dcd1	6	14	22689	35
44ba987c59f8d4ef	7	14	1819	71
167f54f529488831	7	11	5166	95
1977610d732c522c	8	21	12033	542
9e3f9adc4aa4071a	6	14	22689	95
5b64c7557d23c38e	8	11	9763	1574
8a1d506c6ca31e13	6	5	1434	22
066820d6a2e789b9	8	21	86010	5044
98eb2ca78bd70750	6	5	1332	24
a1bd343192691de6	7	14	1306	61
f8411e72156af3bb	8	13	1867	533
74fb6a32f8068bfa	6	5	1332	24
e928ae05b6d2df62	6	11	2433	19
b3656adec103c6aa	6	12	3333	18
39ef1b1199f8c7ed	8	8	6202	833
3146db9e00de0b83	6	11	2199	23
0ca9f82fa3225ade	8	18	86301	3726
f6a98f6b116b0513	7	14	1819	272
1196a55f2c2bbe26	8	24	62979	1186
2d5d9bbb03c066e2	7	18	57923	494
8b03d30f241e0978	7	9	2849	125
ee6defc3ad7c1fb6	7	14	7797	160
32bc765d9b0cc6dd	8	24	698307	10645
596ffd3ea8f7d38c	7	10	2247	91
a5ff4d9fa087c610	7	19	237671	551
eee0e876a3fb9cea	6	6	1334	21
8366f707ac2e90fe	6	14	22689	35
0fff0da123b3a598	6	11	2433	22
7cb2944f6d8555a1	7	7	5432	172
1c6a6a452b24a763	6	8	1739	23
fe8b937380d0911e	7	14	8646	117
ef126720861b3841	8	14	1383	1234
64b92de0e002d3f3	8	24	698307	7228
0ff311f0fe71d4ac	7	7	19648	250
f8fb928e34bb1a38	8	8	6800	1064
2882964908a778f3	6	8	5103	35
ad7e53774b3d0631	6	10	1704	21
d738e1cd5200db27	6	12	5369	27
477dcf968b9954ee	6	11	2199	19
619089df2a56a3c7	7	16	4923	126
1c1a6576a18d97e0	8	26	1293343	15572
e435daf3069f5f76	8	26	1293343	16272
d17d87b04abbf1e4	8	8	9031	1240
1497a9300f6acea5	6	9	1275	15
ae36a791d38ee617	8	10	12945	905
d21407dcf9d3c4db	8	24	698307	47796
79fccbca1f5d4d68	7	8	625	92
9f49b703c3f86216	7	16	71343	326
6637ef2f2b91e1ad	8	21	26290	2897
c952c4a48c90640b	8	13	14527	1674
60b4132019d892af	7	6	2993	143
5c3f1abff4ef60b7	6	9	2277	23
8c739f1f43db3791	8	27	13370769	52298
23e6f32d8f333bc6	8	15	1	1279
0c24de2ee05a94b1	6	14	22689	31
711c962ad31d25b2	8	27	13370769	86261
70d7687b58bd2230	7	11	7153	565
f57b0d85ed8148ab	6	11	5053	22
c7a7d18e16c19a54	7	19	68109	399
1f1be73745629e1a	8	8	6800	1279
b0bf5a8882a6c771	7	20	466927	1111
8ff53995995c84eb	6	7	2116	23
1daecf8e08be0924	7	6	2993	140
ed3b2992d96402f7	8	7	5822	837
795b35c8c0e52bd3	7	18	57923	688
2e60e1507b4e05a3	7	7	2949	141
2d92a92938f592e4	6	11	5053	18
5cb88aaa3c4eba7d	8	26	1293343	19662
cf424851542e0124	7	16	7621	85
de7d9f3b18ceee68	7	19	68109	704
120e32157bbbcee2	8	22	34333	971
48d7b716f10d02f6	8	23	226881	4297
4805bdf7c1dfe083	7	15	16957	398
76d859909060976a	6	14	22689	95
bfb16b4933327190	6	9	2277	16
31c31999387f6790	6	6	2045	21
a55d0fcfec00b8ef	7	18	242713	3797
2f4040c309b73521	6	5	2792	31
3b9d7c45521e3d09	8	20	21831	1558
bd10d30e42e03cd0	7	8	3269	114
7eb24882daa5c911	8	23	46529	2661
a36daeb0de1b8557	8	24	268555	2768
df33fe3c2023e86d	7	7	10666	217
4a9bc0bac4a67888	7	12	19529	241
d7b2d82cde54f1bf	8	13	1740	960
7dda51ef190b0711	6	12	5369	22
b3d0786927e34efb	7	9	3204	161
f69ca9e5f43d9d94	6	14	22689	97
1ca38cfef86d9dbc	6	7	5494	43
e18b198260469f0f	7	12	4301	122
d0fbd372c6025f18	6	9	1275	15
ed5b1f44bd5adce6	8	17	7915	1370
0f42635ee20aa7c3	8	26	1293343	51430
20286d137b80e4c5	8	22	151181	6330
bc76a7a9321b0200	7	20	466927	4397
d8bbe9464eb3f0ae	7	18	35993	375
4c1cf36d50f0bad2	8	23	226881	3622
b79cc4a0cbf20311	8	9	8945	919
1f35c3760890856b	7	18	35993	1045
9e6f02939a6ae8d6	7	7	7192	170
a0a1a06da3d31a1b	6	5	652	18
8d125d852d2c73b0	7	19	237671	770
78791fc5ce47450d	6	10	703	13
5aca1b46aa629b3f	6	5	652	18
a17aac13f3866af5	8	19	30802	1547
35d79451e137903a	8	15	1	403
aed96147c7a0b75a	8	10	15192	2157
dba42225faeec2c4	6	8	842	13
090598b5f8c39183	6	11	5053	47
4ebefc5efe5ae7d4	6	6	1433	20
ffea8c4fff9d57c3	8	14	3650	465
3a21e326a5095d33	7	15	7993	147
b83787482a49fe9b	6	8	2617	27
97b3f191eea3f15a	8	20	60506	3331
2f8291218c02cc36	8	23	49193	2972
c0f7ae3185bf053b	6	7	668	14
848c752d30923982	7	7	1619	148
cdffc828ef603aa4	8	13	8525	4105
aa8a6eefa2cb5bd9	8	21	52705	2406
9513b0922b0e24a8	8	23	214417	12471
994467794ebb7e60	7	10	8609	175
8f4bc75bb2edd179	8	22	63859	3679
618711984f0d8a37	8	23	124243	1283
b1559e4712c0d89c	7	19	237671	1950
58775c2ea6ae13ed	8	19	33512	1114
58069d5f5472bcfe	8	25	582135	21944
226bd2591fceff54	6	10	703	17
8bafce0ed7459829	6	8	2142	17
018c05ef19834752	6	12	3333	22
2303b51704bdc4dc	7	17	19221	116
f4b1cdedb7ca1ded	8	26	5898985	32960
881f1facc636c487	7	14	12348	395
78aa4f4387cc3806	6	8	1230	24
c9d6a3d3ade3f528	7	20	466927	4285
f817e3fdf096b209	8	24	698307	3973
26f8d83c1a95e09d	8	18	15096	1925
5961bff9db7fce8b	7	8	2494	140
b9f6d0748e06ab1d	6	12	5369	43
aa7fda8435c9723b	7	19	237671	3620
490256884cf5eccb	8	19	35118	1878
de5c3197740a50dd	6	6	1433	25
eed3251795078666	7	20	466927	1937
448a82a8b0e74b1b	7	15	9883	155
82e4f0c4fd64b9c0	6	13	14161	34
be7e9082d48b9f74	8	25	144281	2626
20ea1fe351ff05ac	7	6	2993	142
8fdd5784d9c6ba8e	8	15	50408	5832
57befe4b995784ec	7	11	4206	175
885b95d9c829f4c7	7	9	3520	134
e295b35d9a126c14	6	5	1434	27
adeb66b53b9d0ee7	8	21	22259	1754
c20a04f337711ec3	7	15	9883	166
ad7c7e945ac55391	8	14	9216	1867
f155528bebeb4a26	8	19	6565	797
bfc680e20357fae0	6	12	3333	16
1f82bf4a83af0ea7	6	8	3560	25
c769239c71a0bdc5	8	24	698307	8336
0e035993c3ceaf28	6	6	3309	37
7f87821a34c0f637	7	18	57923	199
4051538cb54454ae	7	15	7993	228
4691fb9619f1ca57	6	5	4714	47
9eac61e293ede2eb	7	18	242713	3519
592d320667ab2b72	6	13	14161	53
413f6bcad07f118e	7	16	71343	569
4f2b766da02b9bf4	8	16	1	468
f9413026e87fb214	7	7	3118	159
3bda37fcf7bb66d2	7	17	51349	562
32582e122d113e23	8	11	7999	1633
922c610a767ece03	7	13	1256	84
8d78a534a16bfb54	8	9	12947	853
a075f932c0a191e0	8	7	11962	907
d3fa02c0b5b0f8b6	7	11	2361	137
edc6199a9a613c30	6	5	1332	24
4137fb93ffecbe46	6	11	2199	23
45bb0ec0609fd19e	6	12	16035	46
b115db7b5fa46708	6	6	1843	28
83567b36380e91de	8	9	4103	1338
109f1f3cbafb4faf	7	19	237671	862
a7aa754bb14e437e	7	6	6089	174
29f694d1cf6ee765	6	7	4418	40
d03fd7fc5dfe0a96	8	22	87357	2535
51111101aaa408ae	6	5	1434	24
78b0320f0c8de95f	7	14	45359	412
b8e9ea70a6986287	6	10	2212	26
f44bc99766149903	8	21	22511	634
c8cfc30f5ce2af73	7	19	237671	906
b1dd96f4ce4fc574	6	6	584	17
21de777921721a03	6	13	14161	95
d2c6391e5c8a8701	6	12	3333	37
c99810eb96a0c5d8	8	17	983	332
1ec41bdb3ef1c128	6	12	5369	35
65008baff9a520b8	8	15	1	575
342fcae38aa3c916	8	13	9899	1249
8dd8886ace688cf8	7	19	237671	533
d434e6516929b237	7	12	1922	74
9521d4426b67c73c	6	10	4007	26
32c5bb115be2beef	8	13	7750	1084
b4ba7cbdabbfcdd8	7	18	35993	190
3d3471870741a819	7	7	1619	130
cd6d812c6ac47f91	8	24	109375	7024
26e174b39be44190	7	19	68109	1236
c62dab2f27cfe45a	6	11	5971	26
471c58f40fb7e211	7	14	2768	88
24f5b4faeaa3291d	7	13	7405	111
6efa13658c3845ea	8	24	254811	15358
f0e527ede5b01e07	7	8	1225	78
b7e028715b808f1b	8	27	13370769	87519
033b0efca7bdcf73	7	20	466927	1188
753ce4120c50e3b3	6	5	1434	23
a6ce422e437f6395	7	12	2223	101
a5927f7a5396fe49	6	6	584	19
04dbf32b7503d3b5	7	15	16476	572
3088acb077e0f199	8	27	13370769	43150
26af8a470280f880	7	13	7087	349
a80a853d753bb5d5	6	12	3333	36
dba9d9786964f823	7	10	3101	114
62c635b47ac8913c	6	14	22689	96
b1b3c1ee5a35dde8	6	13	14161	34
a658cc03061339af	7	6	46719	752
74e76568b3c9cb82	6	10	1822	22
3cdd2f2547109311	6	13	14161	45
25d21c0673141778	6	5	1434	22
965167d61baceb96	7	17	18231	220
fd4a58c242ed05ab	8	15	3044	1511
6a71ee4f91e346e8	7	13	2138	110
5d9f82752fdf3d18	8	23	75577	9833
7a0447c475f811b3	7	13	6248	64
1f945ec08d6088d5	7	11	10584	195
32f1072b1057cafa	7	11	21769	233
1515ed73d0d956cf	7	14	10505	414
5269336c27ba7c58	7	11	18078	266
8925a595e89ff794	6	6	2521	28
8ff197713c56f8da	8	18	10205	1355
c7eff1f2942e652b	8	24	254811	4647
46b56d37c75647aa	8	12	2089	689
8a1d209d541e1d97	7	16	16147	291
9d4e6b331988c449	8	12	5312	1597
25cc856d95664438	8	7	40028	2940
ca839aa2622f3ab0	7	14	17092	128
6e56586c9436ce48	6	6	1072	19
2517fb957eace30f	7	18	35993	269
3097fdefd2e1ec84	7	17	19221	261
4cbada21cba3877b	6	9	4906	33
207eb7f1bcc264ef	8	11	8618	832
4692337436988a83	8	24	62979	4731
f036905fdbaaa448	8	10	12071	1666
706a9f990e7f28c7	8	8	13426	991
492d095a32cf13ab	8	21	58652	2644
936e3777844091cf	8	23	526637	4612
c61b9b30e4680936	7	20	466927	1954
2ac12cb535b83a78	8	13	2451	813
9f5b96e5eeb3bf7c	6	9	1275	20
62fb9ac35cee3323	7	7	2154	106
a9f16338a58f5356	8	23	46529	1066
85a362f93ce25b98	8	16	7008	435
3441f8715d349e35	8	19	6539	1304
85dbdbca33083b3c	6	7	1021	18
07bd10a97c2dd715	8	8	3444	893
f1956e9f4cd1628b	8	8	11892	1687
c2445b19a263b9a0	8	16	1	611
362f581263c1a7b9	6	14	22689	107
829a5cfbbe35e4b4	7	16	15364	364
f9413e336fb42731	8	20	41245	2063
4850d151427a452f	7	18	35993	292
4216a6f531fcec34	7	10	6573	181
35580e8b7ae650d6	7	15	5811	90
406dd2c15298f778	7	13	7050	127
3f14ca655f9535d7	8	17	56691	2219
3e78197783c0466a	8	27	13370769	88178
168aa3c175dfb334	7	19	68109	540
b0dd788e74b8874c	7	14	1819	100
fdecce44140483e6	8	17	1	446
652a15dac75ad0ab	7	9	1587	191
0e32bbfc90dcdcb3	7	10	4161	119
b9b0f215b90a0805	6	11	1822	21
ead3a7bfb0093edc	6	11	1822	10
ba39abd5579cb86c	8	7	6134	866
98fa3749c2a141d9	8	12	1011	1313
09ee5456d40cf056	7	10	7751	122
ef427d6e2f6b5359	6	14	22689	106
f805063dc3a95876	6	12	3333	18
6f15ef97d5f3c420	8	18	23920	1187
b92c6ae1c18b5675	6	12	1386	12
63f9e571c6a71619	8	8	13644	1164
586407c9bce7ffa7	7	18	35993	444
418242be17cfceb6	8	25	582135	9478
cb83cab844d8226d	6	13	5299	43
7d741ee42f61a47a	7	18	57923	279
c01c3d027b64fe1e	8	23	124243	2411
eea79d2e41e5c03a	6	10	1704	21
067ee27b4e92b0dd	7	9	22240	340
ab6eb96636e38684	7	20	466927	4491
7367dfc103882f68	8	7	19878	1277
1b9be3ddc0aad624	6	13	14161	86
fb59cec59cc8eb31	8	11	10451	1431
ff47fc5fa0f7ebbd	8	9	5662	1624
e5699fa5dd3d93ca	7	20	466927	4395
b6ba89f94689573e	8	16	14151	800
043ddbeb616b18ed	6	13	14161	29
c7f508a8b04617cc	6	12	5369	27
5d5fc5adffd894ab	8	26	5898985	190628
a96258e849ef25fe	7	11	5516	143
20ebe591baaa759f	7	19	237671	3627
057ae95afaf14c93	6	6	1433	22
a0a9d5d3598579fa	6	9	871	22
1ddae921a6942a1a	6	5	4714	40
bf547174047a3a9f	6	7	2244	25
998b58c9b0b9716e	8	9	950	718
7c61297e2c5381e4	6	5	652	17
15f738115b2781bd	8	17	39345	2145
600c7ed12883462d	8	16	24158	3590
9ca909bec8dbfa72	6	7	1021	18
bf8224bdf46eaa8c	8	27	13370769	42388
7f86de68e0cdd067	8	16	2913	2678
500079b35e6b610b	6	10	1704	21
e9385d1dc1f4c462	6	12	5369	14
9526d82bfddb6540	8	23	12853	683
d0d1ce2639266faa	8	12	3461	632
240bb52c69188afc	6	8	1472	25
6146643fa3a724e0	7	15	18385	436
23df452e1ef13163	6	13	5299	18
d25d77a0a33f1e29	7	12	1	100
b0beed754ab686f3	8	13	9526	1423
d52206d105565685	7	17	19221	231
26ad4ee35d77a195	6	6	1433	20
a842d5fc56d4889f	7	20	466927	2043
488f887e6c578117	6	5	4714	46
9cb81c3a03ac430f	6	11	5053	30
02f27be56f7e43dd	6	5	4714	46
49f0d5331cb80c2e	7	9	5506	180
7f3ed15ded4d69ef	6	14	22689	31
fed59a2e77a83478	7	9	7202	153
756bef6e2cba8221	6	5	652	19
e0295138f0851be5	6	12	5369	40
9a5997d0f6983f47	6	5	1332	23
00f00da71c60a9e2	7	18	35993	173
2f39100bd9b57b34	7	15	3325	50
651919a99164d770	7	12	953	82
57e1978557c07dd4	7	18	35993	1105
c12d9178289fcb53	6	13	5299	14
9ffc7a25717eeefc	8	12	6340	1244
149e9cbc200dd924	6	11	5053	31
b7a71cbf9a07176c	7	11	1	102
c9aff84dd8f0ce44	7	13	8683	136
da50ca2c72d2a6c9	6	14	22689	49
eb5946f1b71fd9d9	6	8	1472	26
83ba71b37c160b0c	7	7	3147	257
d22cc68b2a8ded40	6	14	22689	108
f69ea3137751ed3d	7	9	28603	349
4252c2a1858631cf	7	10	11085	302
29caf1b0ee581e54	7	19	237671	3713
ed2b065e92b5f839	6	12	16035	53
38e9b4a98b01b32b	8	24	698307	3758
33c8631d82a57770	8	8	3178	952
4116b0fced21a7d8	8	25	582135	4617
e36fa4bddf9652b3	6	7	2554	28
9bf7b65757ebe751	8	17	1	860
2da8d484178dac49	7	10	1	119
b96f6b821e3ba69f	8	12	41155	1111
8d011acc530ac0ca	8	19	40129	1382
11a9a8716c3d1913	8	15	2299	506
4ecc05a32ddd6189	6	12	1386	16
2e33ceda5dd44d59	8	8	18495	1468
7dceebea408afa93	7	8	5835	162
6d1e0440e6dc35f5	7	9	4919	137
57583ef5e7bb754c	7	11	735	100
4bd410626fb07859	7	11	1114	77
970ac71e2d0490ca	8	18	38183	1203
5dccd1b6ec86aab5	6	7	5494	42
864ffd3ac1b677b8	7	17	5622	72
9b12952e55b8558c	8	8	3444	721
f1469c0ee04892f5	7	8	4323	129
51e5a3c22f2ef6ad	6	12	3333	23
12d413d9f7769ffa	6	5	4714	32
8abdc12ab4b4efa3	6	10	1767	13
d52cad827bb75a5f	6	8	2142	25
573e0435f41639b1	8	24	1262389	4574
3fb5017d0a166b6c	6	10	1023	21
032397281ea36e6e	8	11	8244	1160
f3a45f5b0a52ed5a	7	10	3418	124
deecdf5f26c9e542	8	11	2244	737
32fb357c48fce314	8	19	16251	970
1a7a3c19b4170a53	8	23	123657	1411
ac372f9e85549d27	6	7	1611	18
8aee0f557aab8943	8	11	24843	2026
580bd0787f194d3d	8	25	582135	6261
48626934484955df	6	6	1001	17
3eda7b1c7827ef81	6	11	1265	18
a116969d1f9c92ce	8	13	2311	1700
21c9265eb2c818c4	6	5	2792	30
7adb3cceb37f4719	8	17	59003	2398
a75c553d2051937d	6	8	1778	16
6c6fd092900ef951	7	18	102484	1730
fda7166bd2c99589	7	11	2358	91
98943d64f646d63e	7	13	2127	93
477766ad420f84e8	8	25	582135	4395
ee9b6e8e8284a793	7	8	6637	198
406d337a00e997f2	7	17	60265	280
3450d27bfb1304cd	8	25	919841	20814
b14e80386c50bce4	7	14	3475	72
99e3a2f978353203	6	11	1265	19
178553d4867052b3	7	19	68109	1235
eceecc6eafa7689b	6	10	1704	19
75d9a29b6f205493	8	18	7156	1400
02caeae524db59b5	7	18	11601	71
665fb980939a11e5	6	12	3333	18
6ed6777a4923f2d8	7	13	3083	231
03e405234e8aaac1	8	20	26724	3041
2555221edb1221e7	7	20	466927	1989
ca8b12b636c9eada	8	20	1	239
0a7125906aee19a1	7	20	466927	1234
e9a0e4d85da0b1dc	8	18	2935	1259
ea4522d498d2915c	8	22	223615	3729
b38f418735f40d0a	7	14	1880	105
cff75a67b0c67e39	7	15	5811	127
bcd029751965eb54	6	11	2199	26
ca3456973b73ac8b	6	12	3333	23
